"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"229398_at",1.21947055444057,6.46362565526446,6.3633371646372,3.74713532825348e-09,6.01168612241211e-08,10.2804027382909
"222489_s_at",1.04547844264361,7.1951951091405,6.36333351673902,3.74720188480667e-09,6.01168612241211e-08,10.2803853632895
"230653_at",2.27907557127653,7.84980864529752,6.3618996495441,3.77345347176019e-09,6.04847753059186e-08,10.2735562088369
"228560_at",2.13961916206727,6.10704957419835,6.36099814033098,3.79005122212468e-09,6.07330159934545e-08,10.2692629313857
"218639_s_at",1.16581125441229,6.2306130276281,6.36040122036029,3.80108072375369e-09,6.0891909924182e-08,10.2664203708609
"226313_at",1.33580654452598,5.44238133152893,6.3586221848981,3.83414053524158e-09,6.14035248284515e-08,10.2579493006312
"204787_at",-2.54411392512111,5.95675188678512,-6.35852845997532,3.83589006004951e-09,6.14135546217297e-08,10.2575030516059
"1556744_a_at",1.52775883251127,5.92608980500826,6.35791048611989,3.84744523399956e-09,6.15634611369534e-08,10.2545607965275
"214782_at",1.75941722588232,4.82433015108264,6.35790728399684,3.84750519807901e-09,6.15634611369534e-08,10.2545455511639
"212495_at",1.59369735497225,6.01282200006612,6.35771023844778,3.85119691459506e-09,6.16045030150629e-08,10.2536074211486
"219482_at",1.23257093024034,5.66754869980992,6.35753154522058,3.85454781181983e-09,6.16221093088313e-08,10.2527566785623
"212443_at",1.23741940304295,5.92717078898347,6.35753133831684,3.85455169339192e-09,6.16221093088313e-08,10.2527556935188
"225191_at",2.07013167139872,6.21477617659504,6.35713396777213,3.86201358755553e-09,6.17233536684007e-08,10.2508638898937
"239653_at",1.51469209695699,4.0021959796281,6.35536602342832,3.89538526706501e-09,6.22385124128519e-08,10.2424477580941
"202069_s_at",-1.69263849320312,6.42976197277686,-6.35239645390234,3.95207938974008e-09,6.31074592973244e-08,10.2283140001561
"214948_s_at",1.39972300228784,7.46319322097521,6.35156564380033,3.96808599774666e-09,6.33445553070945e-08,10.2243603169671
"237064_x_at",1.46425179159216,5.56001617620661,6.3500876794037,3.99671889866428e-09,6.37830139475977e-08,10.2173275677727
"241937_s_at",1.69828357980991,5.99921655142975,6.34891898108074,4.01950437617873e-09,6.41092187186617e-08,10.2117670028179
"204944_at",-1.91979522059677,4.63296829938843,-6.34852022927836,4.02730787125912e-09,6.42149483409427e-08,10.2098698920178
"239096_at",1.21467743354011,7.19777592186777,6.34826772881359,4.0322569730763e-09,6.42751166189349e-08,10.2086686203819
"230968_at",-1.64796398829417,3.85539071458678,-6.34746771331501,4.04797717558993e-09,6.45068936389914e-08,10.2048627002837
"202016_at",-2.85689821624046,7.90282337577686,-6.34581872138122,4.08057041186679e-09,6.49884029329499e-08,10.1970186851491
"215412_x_at",1.19731146354634,5.95099700307438,6.34533277804531,4.09022458145512e-09,6.51231884074137e-08,10.1947073153218
"239155_at",2.74810352176638,5.17723073540496,6.34513913271914,4.09407797432266e-09,6.51655642637821e-08,10.1937862735248
"205529_s_at",-1.87626633674326,4.06398813204959,-6.34439190634477,4.10898076312177e-09,6.5383737841584e-08,10.1902323457081
"243681_at",2.44346404100959,5.58311577020661,6.34314047281861,4.13405933566544e-09,6.57445300109099e-08,10.1842807915513
"206007_at",-1.05939363747175,2.56301369646281,-6.34299492548482,4.13698585819558e-09,6.57719400397916e-08,10.1835886367713
"232144_at",1.58683435852824,5.85433427185124,6.34233357927912,4.15030928669253e-09,6.59645814679982e-08,10.1804436836312
"220085_at",2.11031058867984,4.51313058990909,6.34208376099462,4.15535309963369e-09,6.60255538280941e-08,10.1792557447098
"219205_at",-1.21678701698194,3.97897550691736,-6.34162968429608,4.16453634478015e-09,6.61064179553382e-08,10.1770965729583
"1557370_s_at",-1.3704885576341,5.41553875700826,-6.3416151248045,4.16483112648468e-09,6.61064179553382e-08,10.1770273426527
"242462_at",1.48763204783254,5.44062982005785,6.34088231970079,4.17969460132493e-09,6.62967224622688e-08,10.1735429597913
"225280_x_at",1.57853950287212,7.6328043782562,6.33996746918573,4.19832386831422e-09,6.65728995069837e-08,10.1691932566971
"227865_at",-1.40224245158942,4.9653248541157,-6.33971981112037,4.20338102939585e-09,6.66251924360703e-08,10.1680158072836
"242439_s_at",1.08168436822055,5.51111607378512,6.33968664269585,4.20405878197426e-09,6.66251924360703e-08,10.167858115209
"219411_at",1.84193166668606,4.2525339716281,6.33880330153957,4.22214835141912e-09,6.68924836609215e-08,10.163658611621
"210653_s_at",-1.40289652725797,4.2630814341405,-6.33819811880329,4.2345858780449e-09,6.70700993285356e-08,10.1607816717124
"235436_at",1.30482888821716,5.38338753898347,6.33752465018869,4.24846923438219e-09,6.72705054705608e-08,10.1575802717059
"212440_at",-1.12759451621161,7.72932097783471,-6.33719448654554,4.25529183230341e-09,6.73590274844206e-08,10.1560108675161
"218869_at",-1.02908639864371,4.66987204741322,-6.33706762196674,4.25791626881138e-09,6.73810628067328e-08,10.1554078385279
"239227_at",1.42613192059046,6.43476227014876,6.33499995365629,4.30091542702591e-09,6.80221437583575e-08,10.1455803749068
"203035_s_at",1.56004214731218,6.36603294183471,6.33257773934822,4.35183207584213e-09,6.88075242182384e-08,10.1340698027703
"225688_s_at",-2.2018566873106,7.90857218932231,-6.33194072003417,4.36532100311252e-09,6.90008458644629e-08,10.1310429940873
"201752_s_at",-1.8847749767512,7.13046127321488,-6.33132189487091,4.37846410858772e-09,6.91885910800674e-08,10.1281027797574
"233800_at",1.12269993352996,4.01073268006612,6.3311095438645,4.38298316784911e-09,6.92399898012569e-08,10.1270938725661
"201479_at",1.30896688019281,9.09583411995041,6.32931302613181,4.42139934746642e-09,6.98192744394476e-08,10.1185590550821
"230466_s_at",-1.33511108141071,8.65423982789256,-6.32927543917047,4.42220662796172e-09,6.98192744394476e-08,10.1183805014266
"200825_s_at",1.41182067308084,7.50874120577686,6.32921552003608,4.42349385185554e-09,6.98194360133377e-08,10.1180958617742
"218873_at",1.01516555825957,6.61420006922314,6.32875188585771,4.43346644519946e-09,6.99566458560694e-08,10.11589346073
"209403_at",2.06558118702485,6.56459381041322,6.3283768998468,4.44154844953244e-09,7.00567498949741e-08,10.1141122235395
"222498_at",-1.76705136156963,5.71058199398347,-6.32827929543831,4.44365447893498e-09,7.00567498949741e-08,10.1136485972252
"218724_s_at",1.28696182443378,5.92471951206612,6.32791571134468,4.45150826564518e-09,7.01401194305908e-08,10.1119215839814
"228551_at",-1.67402406544972,5.07477649217355,-6.32693493566475,4.47276228211535e-09,7.04547040549285e-08,10.107263175244
"225857_s_at",1.41149112844451,8.05481514938843,6.32584734990323,4.49644784788077e-09,7.07895093024092e-08,10.1020978676518
"214352_s_at",1.18375544028105,8.72290158635537,6.32584007947499,4.49660659912697e-09,7.07895093024092e-08,10.1020633394457
